"Doctorate :","Employment Type",Experience,"Functional Area","Industry Type","Job Description",Location,"PG :",Role,"Role Category",Skills,"UG :"
,"Full Time, Permanent","10 - 12 years","Engineering - Hardware & Networks","Software Product","Job description
Experian is currently looking for a Lead Storage and Backup Engineer who thrives working in a high-energy, fast-paced environment to join our Infrastructure Global Delivery team
You must have in-depth knowledge and hands-on experience with a wide range of enterprise storage technologies, including file/block/object system administration, SAN switches, and enterprise backup solutions
Working knowledge for the functions of - Network and Infrastructure Security, Capacity Planning, Performance Management, High Availability and Disaster Recovery are all required
The candidate will collaboratively work within a high performing team within a globally dispersed organization
Prior working experience in a global role is preferred as well as ability to work and function independently with minimal oversight
You will focus on hands on storage administration and engineering: design, administration, implementation, and support storage solutions along with administration of the NetBackup environment
As a Lead Storage and Backup Solution Engineer, you will be responsible for designing, implementing, and managing storage and backup solutions for our organization with strong coding skills and exposure to cloud automation
Responsibilities
Work with senior storage engineers to help them design, improve, and deploy technical and application solutions to meet business requirements
Translate business requirements to determine appropriate storage solutions
Design, deliver, and maintain storage solutions for VMWare deployment as well as a flexible scale-out storage solution for high performance grid based (Synergy) server farms
Ensure that root-cause analysis is identified, and knowledge gained is applied for process improvement
Design storage solutions and sustainability by developing roadmaps
Measure and monitor storage availability, response time and backup window
Plan and implement microcode updates as per best practice
Provision storage using CIFS, NFS, and Fiber Channel
Review current systems configuration and implement vendor best practices
Define and contribute to storage and backup policies and procedures
Manage, monitor, automate, and optimize enterprise-wide storage platforms to ensure availability and capacity to meet business needs.
Support enterprise storage systems by responding to incidents, restoring service quickly, and investigating root causes for outages and maintaining incident logs.
Assist with the technical scoping/review for SOWs
Perform implementation, maintenance, remediation, and troubleshooting services for backup and storage platforms.
Executes and provides feedback for operational policies, procedures, processes, and standards.
Provide 24x7 on-call support on a rotating schedule.
Collaborate with the team to create and maintain System Run Books, defining day-to-day support, maintenance, troubleshooting knowledgebase of the infrastructure.
Develop automation scripts focusing on the enhancement and efficiency of day-to-day tasks executed by the team.
Provide mentorship to emerging talent within the infrastructure team.
Strong coding skills in languages such as Python, PowerShell, or similar scripting languages.
Background in cloud automation, with experience working with cloud platforms like AWS, Azure, or Google Cloud.
Relevant certifications (e.g., AWS Certified Solutions Architect, NetBackup Certified Specialist) are a plus.
If you are a highly motivated individual with a passion for storage and backup technologies, coding, and cloud automation, we encourage you to apply.
Join our team and play a key role in shaping the future of our storage and backup infrastructure.
Key Technical Skills:
Expert knowledge of Brocade SAN fabrics
Expert knowledge of Veritas Netbackup
Expert knowledge of Network Appliance (Isilon) hardware and software experience administering in mission-critical, 24x7 production environments
Expert knowledge of HPE 3PAR hardware and software experience
Expert knowledge of Hitachi VSP hardware and software experience
Strong knowledge in replication for HPE 3PAR and Hitachi VSP hardware
Strong knowledge of FC, CIFS, NFS, storage monitoring and upgrades of both OS and firmware.
Experience with Dell ECS Object storage
Knowledge of Unix and Windows operating systems
Demonstrate a high level of technical expertise to support complex Storage Backup systems, including SAN, NAS, and Backup solutions across all tiers, under minimal supervision


10+ years of professional experience
7+ years experience as a storage and backup engineer
Hands on experience of NFS, CIFS, Fiber Channel, and iSCSI
Strong Experience with high performance storage hardware sol
Role: System Administrator / Engineer
Industry Type: Software Product
Department: Engineering - Hardware & Networks
Employment Type: Full Time, Permanent
Role Category: IT Network
Education
UG: Any Graduate
PG: Any Postgraduate
Key Skills
UnixVMwareSANAutomationCodingConfiguration managementPerlFirmwareTroubleshootingPython",All,"Any Postgraduate","System Administrator / Engineer","IT Network","Unix, VMware, SAN, Automation, Coding, Configuration management, Perl, Firmware, Troubleshooting, Python, ","Any Graduate"
,"Full Time, Temporary/Contractual","3 - 8 years","Engineering - Software & QA","IT Services & Consulting","Job description
The candidate will be part of service delivery and support the Storage operation of client.
Assisting in management of storage environment to maintain performance at desired optimum levels along with OEM and customer team.
L1 - 3+ years
L2 - 5+ years

Required Candidate profile
Require Skills:
Dell EMC VMAX3, PMAX, VNX, ISILON,  Netapp & Brocade SAN Switches

If interested, share your Cv to shubhangi@primestarinfo.com
Role: Software Development - Other
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Temporary/Contractual
Role Category: Software Development
Education
UG: B.Tech/B.E. in Any Specialization
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
PMAXEMC StorageVMAXNetapp
VnxSnap",All,nan,"Software Development - Other","Software Development","PMAX, EMC Storage, VMAX, Netapp, Vnx, Snap, ","B.Tech/B.E. in Any Specialization"
,"Full Time, Permanent","10 - 20 years","IT & Information Security","IT Services & Consulting","Job description
Required Skil :lStorage Array- NetApp, EMC, IBM & SAN Switches Brocade, Cisco

Role: IT Infrastructure Services - Other
Industry Type: IT Services & Consulting
Department: IT & Information Security
Employment Type: Full Time, Permanent
Role Category: IT Infrastructure Services
Education
UG: Any Graduate
PG: Any Postgraduate
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
BrocadeIBM & SAN SwitchesStorage ArraysEMCNetapp
Cisco",All,"Any Postgraduate","IT Infrastructure Services - Other","IT Infrastructure Services","Brocade, IBM & SAN Switches, Storage Arrays, EMC, Netapp, Cisco, ","Any Graduate"
,"Full Time, Permanent","8 - 12 years","IT & Information Security","IT Services & Consulting","Job description
Main Skill Required :
IBM & SAN Switches Brocade, Cisco
Regular Operations Support.
Asset and Competency Development (update existing SOPs and create new one based on day-to-day activities).
Strive for looking best practices in industry, analyze existing environment and propose remediation plans.


Role: IT Security - Other
Industry Type: IT Services & Consulting
Department: IT & Information Security
Employment Type: Full Time, Permanent
Role Category: IT Security
Education
UG: Any Graduate
PG: Any Postgraduate
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
BrocadeIBM & SAN SwitchesCisco",All,"Any Postgraduate","IT Security - Other","IT Security","Brocade, IBM & SAN Switches, Cisco, ","Any Graduate"
,"Full Time, Permanent","5 - 10 years",Other,"IT Services & Consulting","Job description
TCS has always been in the spotlight for being adept in "the next big technologies". What we can offer you is a space to explore varied technologies and quench your techie soul.

Role: VMWare /Storage Backup

Experience: 5+ years

Location: Chennai

What we are Looking for


VMware, vCloud Director and vCenter, vCloud Director and vCenter, NAS and SAN storage, NetBackup, IBM Tape Library / HPE P9500, 3PAR, & XP7 / NetApp / Purestorage / Brocade SAN switches, Windows / UNIX / VMware
Implement VMware technology solutions for virtualization, networking, and storage infrastructures
Create, test, and deploy VMware vSphere environments
Deploy and manage vCloud Director and vCenter
Develop, build, and support VMware NSX networks
Procure, configure, and implement VMware products and related technologies
Implement and maintain VMware ESXi
Manage the VMware vShield Manager
Ensure all VMware products meet business requirements
Provide technical support to end users, operations, and management
Maintain knowledge of VMware products and industry trends
Decide and implement appropriate VMware products and technologies
Perform system maintenance as needed
Must have NAS and SAN storage as well as NetBackup experience which is mandatory.
Work with Project team to prepare project scope and troubleshooting of backup jobs on platforms (Oracle, SQL Server, Windows, VMware, and UNIX servers).


Role: Other
Industry Type: IT Services & Consulting
Department: Other
Employment Type: Full Time, Permanent
Role Category: Other
Education
UG: Any Graduate
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
VMwareNASSAN
NetBackupNetapp",All,nan,Other,Other,"VMware, NAS, SAN, NetBackup, Netapp, ","Any Graduate"
,"Full Time, Permanent","3 - 7 years","Engineering - Hardware & Networks","IT Services & Consulting","Job description

Vetted Experience in Hitachi Storage Arrays: VSPG1000/1500, VSP G200/400/600/800, HNAS (Hitachi NAS)
Good understanding on DC-DR replication and 3 DC setup
Fair understanding on DC-DR switchover drills
Hands on experience on Brocade switches: Director and FCIP routers (Zoning/Troubleshooting for CRCs/Fabric troubleshooting)
Good knowledge on daily tasks of allocation / de-allocation / replication / migration
Additional knowledge on Netapp, EMC, IBM is desired.
Good knowledge on disaster recovery, ITIL process and Storage certification will be added advantage

Commvault : Good to have backup knowledge and experience
Must possess in-depth knowledge on Backup infrastructure to administrating/architecting backup solutions
Manage different Backup configurations. Agent and Snapshot based backup clients
Installation and configuration of Backup servers and Clients
Analyze existing backup environment and provide expert advice for optimizations
Understanding functionalities of key Backup components/processes
Monitoring troubleshooting administrative jobs
Diagnose backup issues and follow up with root cause analysis.
Data Center tape rotation activity
Any specific mandatory points related candidate skills (tools, versions, certifications etc), experience, any specific industry etc., Hitachi Storage Administration
Commvault Backup Administration
Brocade SAN Switches Administration
Role: System Administrator / Engineer
Industry Type: IT Services & Consulting
Department: Engineering - Hardware & Networks
Employment Type: Full Time, Permanent
Role Category: IT Network
Education
UG: Any Graduate
PG: Any Postgraduate
Key Skills
SANRoot cause analysisAdministrationStorage AdministratorDisaster recoveryEMCITIL processTechnology AnalystTroubleshootingMonitoring",All,"Any Postgraduate","System Administrator / Engineer","IT Network","SAN, Root cause analysis, Administration, Storage Administrator, Disaster recovery, EMC, ITIL process, Technology Analyst, Troubleshooting, Monitoring, ","Any Graduate"
